descricao,contacontabil,desc_contacontabil
prestacao servicos conforme nf 663 clientes diversos valor 1962.01 c,411,servicos prestados
prestacao servicos conforme nf 664 diagnosticos falcao ltda valor 900.00 c,411,servicos prestados
prestacao servicos conforme nf 665 macro e micro anatomia patologia ss valor 3320.96 c,411,servicos prestados
prestacao servicos conforme nf 666 dlc diagnosticos valor 250.00 c,411,servicos prestados
prestacao servicos conforme nf 667 patho diagnose ctro diagn medico pat ss ltda valor 1393.89 c,411,servicos prestados
prestacao servicos conforme nf 668 citopat laboratorio patologia ltda valor 1297.74 c,411,servicos prestados
prestacao servicos conforme nf 669 lgl assessoria medica ltda valor 295.00 c,411,servicos prestados
prestacao servicos conforme nf 670 apci diagnosticos medicos ss ltda valor 1100.00 c,411,servicos prestados
prestacao servicos conforme nf 671 laboratorio patologia dr menezes ltda valor 100.00 c,411,servicos prestados
prestacao servicos conforme nf 672 centro integrado citologia e colposcopia valor 1003.13 c,411,servicos prestados
prestacao servicos conforme nf 673 instituto presbiteriano mackenzie valor 1320.96 c,411,servicos prestados
prestacao servicos conforme nf 674 gastroclinica ltda valor 333.11 c,411,servicos prestados
prestacao servicos conforme nf 675 biopsia laboratorio anatomopatologia e citopatologia ltda valor 737.04 c,411,servicos prestados
prestacao servicos conforme nf 676 biopsia laboratorio anatomopatologia e citopatologia ltda valor 100.00 c,411,servicos prestados
prestacao servicos conforme nf 677 gastrocentro umc diagnosticos medicos ltda valor 759.19 c,411,servicos prestados
prestacao servicos conforme nf 678 laboratorio colpat ltda epp valor 180.00 c,411,servicos prestados
prestacao servicos conforme nf 679 laboratorio colpat ltda epp valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 680 laboratorio patologia kcm sociedade medica ltda epp valor 1780.00 c,411,servicos prestados
prestacao servicos conforme nf 681 cejam centro estudos e pesquisas dr joao amorim valor 1157.00 c,411,servicos prestados
prestacao servicos conforme nf 682 centro citologico imperatriz ltda valor 600.00 c,411,servicos prestados
prestacao servicos conforme nf 683 instituto patologia aracatuba ltda valor 3337.83 c,411,servicos prestados
prestacao servicos conforme nf 684 lapac laboratorio anatomia patologica e citopatologia ltda valor 70.00 c,411,servicos prestados
prestacao servicos conforme nf 685 bml patologia eireli valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 686 anatomia patologica e citologia valor 222.85 c,411,servicos prestados
prestacao servicos conforme nf 687 laboratorio oikawa eireli valor 900.00 c,411,servicos prestados
prestacao servicos conforme nf 688 dlc diagnosticos valor 3291.50 c,411,servicos prestados
prestacao servicos conforme nf 689 50236 laboratorio anatomia patologic valor 956.62 c,411,servicos prestados
prestacao servicos conforme nf 690 centro diagnostico patologia ltda valor 1314.10 c,411,servicos prestados
prestacao servicos conforme nf 691 lgl assessoria medica ltda valor 908.69 c,411,servicos prestados
prestacao servicos conforme nf 692 pathology diagnosticos medicina ltda valor 374.00 c,411,servicos prestados
prestacao servicos conforme nf 693 laboratorio patologia dr menezes ltda valor 100.00 c,411,servicos prestados
prestacao servicos conforme nf 694 laboratorio patologia dr menezes ltda valor 1302.39 c,411,servicos prestados
prestacao servicos conforme nf 695 clientes diversos valor 1624.46 c,411,servicos prestados
prestacao servicos conforme nf 696 anatomia patologica e citologia valor 1500.00 c,411,servicos prestados
prestacao servicos conforme nf 697 citopar centro cito patologia parana ltda valor 3176.32 c,411,servicos prestados
prestacao servicos conforme nf 698 laboratorio patologia vdo s valor 600.00 c,411,servicos prestados
prestacao servicos conforme nf 699 dlc diagnosticos valor 350.00 c,411,servicos prestados
prestacao servicos conforme nf 700 rdb analises clinicas ltda valor 1530.10 c,411,servicos prestados
prestacao servicos conforme nf 701 citopat laboratorio patologia ltda valor 150.00 c,411,servicos prestados
prestacao servicos conforme nf 702 citodiagnostico ss ltda valor 703.12 c,411,servicos prestados
prestacao servicos conforme nf 703 karla patricia casemiro valor 300.00 c,411,servicos prestados
prestacao servicos conforme nf 704 citopar centro cito patologia parana ltda valor 600.00 c,411,servicos prestados
prestacao servicos conforme nf 705 lgr patologia ltda valor 2615.90 c,411,servicos prestados
prestacao servicos conforme nf 706 centro apoio patologia guarapuava valor 1317.53 c,411,servicos prestados
prestacao servicos conforme nf 707 cpda centro procedimentos diagnosticos amazonia ltda valor 250.00 c,411,servicos prestados
prestacao servicos conforme nf 708 clinica bem estar ltda epp valor 565.06 c,411,servicos prestados
prestacao servicos conforme nf 709 branne laboratorio patologia ltda valor 1995.61 c,411,servicos prestados
prestacao servicos conforme nf 710 imunocore laboratorio patologia ltda valor 580.00 c,411,servicos prestados
prestacao servicos conforme nf 711 citopar centro cito patologia parana ltda valor 150.00 c,411,servicos prestados
prestacao servicos conforme nf 712 cpda centro procedimentos diagnosticos amazonia ltda valor 300.00 c,411,servicos prestados
prestacao servicos conforme nf 713 nadia aparecida lorencette anatomia patologia ltda valor 1050.57 c,411,servicos prestados
prestacao servicos conforme nf 714 laco labortorio ltda valor 815.30 c,411,servicos prestados
prestacao servicos conforme nf 715 karla patricia casemiro valor 250.00 c,411,servicos prestados
prestacao servicos conforme nf 716 instituto anatomia patologica e citopatologia dkj ltda me valor 891.00 c,411,servicos prestados
prestacao servicos conforme nf 717 laboratorio patologia concordia ltda valor 1010.97 c,411,servicos prestados
prestacao servicos conforme nf 718 gastroclinica ltda valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 719 moreira junior valor 770.06 c,411,servicos prestados
prestacao servicos conforme nf 720 moreira junior valor 300.00 c,411,servicos prestados
prestacao servicos conforme nf 721 lapac laboratorio anatomia patologica e citopatologia ltda valor 982.09 c,411,servicos prestados
prestacao servicos conforme nf 722 mikros tj anatomia patologica e citologica valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 723 laps laboratorio anatomo patologico serapiao sc ltda epp valor 739.69 c,411,servicos prestados
prestacao servicos conforme nf 724 clientes diversos valor 350.00 c,411,servicos prestados
prestacao servicos conforme nf 725 incito instituto citopatologia e anatomia patologica piaui ltda valor 637.53 c,411,servicos prestados
prestacao servicos conforme nf 726 laboratorio patologia vdo s valor 3500.00 c,411,servicos prestados
prestacao servicos conforme nf 727 rezende e bringel medicina diagnostica ltda valor 358.73 c,411,servicos prestados
prestacao servicos conforme nf 728 citopar centro cito patologia parana ltda valor 210.00 c,411,servicos prestados
prestacao servicos conforme nf 729 clientes diversos valor 158.84 c,411,servicos prestados
prestacao servicos conforme nf 730 instituto gastroenterologia uberlandia ltda valor 700.00 c,411,servicos prestados
prestacao servicos conforme nf 731 macro e micro anatomia patologia ss valor 700.00 c,411,servicos prestados
prestacao servicos conforme nf 732 citolabor laboratorio clinico ltda valor 380.00 c,411,servicos prestados
prestacao servicos conforme nf 733 bml patologia eireli valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 734 mikros tj anatomia patologica e citologica valor 187.74 c,411,servicos prestados
prestacao servicos conforme nf 735 lapac laboratorio anatomia patologica e citopatologia ltda valor 146.68 c,411,servicos prestados
prestacao servicos conforme nf 736 lgl assessoria medica ltda valor 563.00 c,411,servicos prestados
prestacao servicos conforme nf 737 mikros tj anatomia patologica e citologica valor 1995.61 c,411,servicos prestados
prestacao servicos conforme nf 738 anatomia patologica e citologia valor 2450.00 c,411,servicos prestados
prestacao servicos conforme nf 739 dlc diagnosticos valor 180.00 c,411,servicos prestados
prestacao servicos conforme nf 740 dlc diagnosticos valor 155.68 c,411,servicos prestados
prestacao servicos conforme nf 741 anatomia patologica e citologia valor 450.00 c,411,servicos prestados
prestacao servicos conforme nf 742 php patologia humana diagnostica ltda valor 2066.26 c,411,servicos prestados
prestacao servicos conforme nf 744 bml patologia eireli valor 2717.07 c,411,servicos prestados
prestacao servicos conforme nf 745 cpm laboratorio patocito caxias ltda valor 380.00 c,411,servicos prestados
prestacao servicos conforme nf 746 cpm laboratorio patocito caxias ltda valor 519.83 c,411,servicos prestados
prestacao servicos conforme nf 747 cpm laboratorio patocito caxias ltda valor 1100.02 c,411,servicos prestados
prestacao servicos conforme nf 748 cpm laboratorio patocito caxias ltda valor 3208.58 c,411,servicos prestados
prestacao servicos conforme nf 749 centro diagnostico anatomia patologica e analises clinicas ltda valor 988.05 c,411,servicos prestados
prestacao servicos conforme nf 750 karla patricia casemiro valor 1102.55 c,411,servicos prestados
prestacao servicos conforme nf 751 citomed diagnosticos ltda valor 582.15 c,411,servicos prestados
prestacao servicos conforme nf 752 lgl assessoria medica ltda valor 3932.42 c,411,servicos prestados
prestacao servicos conforme nf 753 lgl assessoria medica ltda valor 1926.46 c,411,servicos prestados
prestacao servicos conforme nf 754 liga paranaense combate ao cancer valor 1380.00 c,411,servicos prestados
prestacao servicos conforme nf 755 fundacao abc unidade apoio administrativo valor 5200.00 c,411,servicos prestados
prestacao servicos conforme nf 756 fundacao abc unidade apoio administrativo valor 1600.00 c,411,servicos prestados
prestacao servicos conforme nf 757 endovita ltda valor 250.37 c,411,servicos prestados
prestacao servicos conforme nf 758 php patologia humana diagnostica ltda valor 190.00 c,411,servicos prestados
prestacao servicos conforme nf 759 macro e micro anatomia patologia ss valor 3320.96 c,411,servicos prestados
prestacao servicos conforme nf 760 clientes diversos valor 1962.01 c,411,servicos prestados
prestacao servicos conforme nf 761 citopat laboratorio patologia ltda valor 1297.74 c,411,servicos prestados
prestacao servicos conforme nf 762 mikros tj anatomia patologica e citologica valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 763 apci diagnosticos medicos ss ltda valor 1100.00 c,411,servicos prestados
prestacao servicos conforme nf 764 patho diagnose ctro diagn medico pat ss ltda valor 1393.89 c,411,servicos prestados
prestacao servicos conforme nf 765 diagnosticos falcao ltda valor 900.00 c,411,servicos prestados
prestacao servicos conforme nf 766 cpda centro procedimentos diagnosticos amazonia ltda valor 927.91 c,411,servicos prestados
prestacao servicos conforme nf 767 instituto presbiteriano mackenzie valor 1320.96 c,411,servicos prestados
prestacao servicos conforme nf 768 lgl assessoria medica ltda valor 295.00 c,411,servicos prestados
prestacao servicos conforme nf 769 dlc diagnosticos valor 800.00 c,411,servicos prestados
prestacao servicos conforme nf 770 laboratorio patologia kcm sociedade medica ltda epp valor 1780.00 c,411,servicos prestados
prestacao servicos conforme nf 771 gastrocentro umc diagnosticos medicos ltda valor 759.19 c,411,servicos prestados
prestacao servicos conforme nf 772 centro integrado citologia e colposcopia valor 1003.13 c,411,servicos prestados
prestacao servicos conforme nf 773 laboratorio colpat ltda epp valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 774 laboratorio colpat ltda epp valor 180.00 c,411,servicos prestados
prestacao servicos conforme nf 775 instituto patologia oeste valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 776 bml patologia eireli valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 777 anatomia patologica e citologia valor 222.85 c,411,servicos prestados
prestacao servicos conforme nf 778 laboratorio oikawa eireli valor 900.00 c,411,servicos prestados
prestacao servicos conforme nf 779 50236 laboratorio anatomia patologic valor 956.62 c,411,servicos prestados
prestacao servicos conforme nf 780 centro diagnostico patologia ltda valor 1314.10 c,411,servicos prestados
prestacao servicos conforme nf 781 lgl assessoria medica ltda valor 908.69 c,411,servicos prestados
prestacao servicos conforme nf 782 pathology diagnosticos medicina ltda valor 374.00 c,411,servicos prestados
prestacao servicos conforme nf 783 mikros tj anatomia patologica e citologica valor 950.00 c,411,servicos prestados
prestacao servicos conforme nf 784 laboratorio patologia concordia ltda valor 250.00 c,411,servicos prestados
prestacao servicos conforme nf 785 liga paranaense combate ao cancer valor 1380.00 c,411,servicos prestados
prestacao servicos conforme nf 786 dlc diagnosticos valor 3291.50 c,411,servicos prestados
prestacao servicos conforme nf 787 instituto patologia aracatuba ltda valor 3337.83 c,411,servicos prestados
prestacao servicos conforme nf 788 gastroclinica ltda valor 333.11 c,411,servicos prestados
prestacao servicos conforme nf 789 lapac laboratorio anatomia patologica e citopatologia ltda valor 70.00 c,411,servicos prestados
prestacao servicos conforme nf 790 centro citologico imperatriz ltda valor 600.00 c,411,servicos prestados
prestacao servicos conforme nf 791 citopat laboratorio patologia ltda valor 150.00 c,411,servicos prestados
prestacao servicos conforme nf 792 instituto patologia aracatuba ltda valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 793 citopar centro cito patologia parana ltda valor 3176.32 c,411,servicos prestados
prestacao servicos conforme nf 794 laboratorio patologia dr menezes ltda valor 1302.39 c,411,servicos prestados
prestacao servicos conforme nf 795 rezende e bringel medicina diagnostica ltda valor 358.73 c,411,servicos prestados
prestacao servicos conforme nf 796 clientes diversos valor 1624.46 c,411,servicos prestados
prestacao servicos conforme nf 797 centro apoio patologia guarapuava valor 1317.53 c,411,servicos prestados
prestacao servicos conforme nf 798 clinica bem estar ltda epp valor 565.06 c,411,servicos prestados
prestacao servicos conforme nf 799 citopar centro cito patologia parana ltda valor 520.82 c,411,servicos prestados
prestacao servicos conforme nf 800 branne laboratorio patologia ltda valor 1995.61 c,411,servicos prestados
prestacao servicos conforme nf 801 imunocore laboratorio patologia ltda valor 580.00 c,411,servicos prestados
prestacao servicos conforme nf 802 karla patricia casemiro valor 1102.55 c,411,servicos prestados
prestacao servicos conforme nf 803 karla patricia casemiro valor 250.00 c,411,servicos prestados
prestacao servicos conforme nf 804 biopsia laboratorio anatomopatologia e citopatologia ltda valor 100.00 c,411,servicos prestados
prestacao servicos conforme nf 805 biopsia laboratorio anatomopatologia e citopatologia ltda valor 737.04 c,411,servicos prestados
prestacao servicos conforme nf 806 gastroclinica ltda valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 807 citopar centro cito patologia parana ltda valor 150.00 c,411,servicos prestados
prestacao servicos conforme nf 808 citodiagnostico ss ltda valor 703.12 c,411,servicos prestados
prestacao servicos conforme nf 809 laboratorio patologia concordia ltda valor 1010.97 c,411,servicos prestados
prestacao servicos conforme nf 810 lgr patologia ltda valor 2615.90 c,411,servicos prestados
prestacao servicos conforme nf 811 nadia aparecida lorencette anatomia patologia ltda valor 1050.57 c,411,servicos prestados
prestacao servicos conforme nf 812 rdb analises clinicas ltda valor 1530.10 c,411,servicos prestados
prestacao servicos conforme nf 813 lapac laboratorio anatomia patologica e citopatologia ltda valor 982.09 c,411,servicos prestados
prestacao servicos conforme nf 814 clientes diversos valor 158.84 c,411,servicos prestados
prestacao servicos conforme nf 815 moreira junior valor 300.00 c,411,servicos prestados
prestacao servicos conforme nf 816 cpda centro procedimentos diagnosticos amazonia ltda valor 250.00 c,411,servicos prestados
prestacao servicos conforme nf 817 biopsia laboratorio anatomopatologia e citopatologia ltda valor 340.00 c,411,servicos prestados
prestacao servicos conforme nf 818 lgl assessoria medica ltda valor 3400.00 c,411,servicos prestados
prestacao servicos conforme nf 819 mikros tj anatomia patologica e citologica valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 820 laco labortorio ltda valor 815.30 c,411,servicos prestados
prestacao servicos conforme nf 821 moreira junior valor 770.06 c,411,servicos prestados
prestacao servicos conforme nf 822 laboratorio patologia vdo s valor 3500.00 c,411,servicos prestados
prestacao servicos conforme nf 823 mikros tj anatomia patologica e citologica valor 1995.61 c,411,servicos prestados
prestacao servicos conforme nf 824 dlc diagnosticos valor 155.68 c,411,servicos prestados
prestacao servicos conforme nf 825 dlc diagnosticos valor 180.00 c,411,servicos prestados
prestacao servicos conforme nf 826 bml patologia eireli valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 827 instituto anatomia patologica e citopatologia dkj ltda me valor 891.00 c,411,servicos prestados
prestacao servicos conforme nf 828 incito instituto citopatologia e anatomia patologica piaui ltda valor 637.53 c,411,servicos prestados
prestacao servicos conforme nf 829 citopar centro cito patologia parana ltda valor 210.00 c,411,servicos prestados
prestacao servicos conforme nf 830 lgl assessoria medica ltda valor 1372.89 c,411,servicos prestados
prestacao servicos conforme nf 831 lgl assessoria medica ltda valor 674.00 c,411,servicos prestados
prestacao servicos conforme nf 832 mikros tj anatomia patologica e citologica valor 205.66 c,411,servicos prestados
prestacao servicos conforme nf 833 lapac laboratorio anatomia patologica e citopatologia ltda valor 140.79 c,411,servicos prestados
prestacao servicos conforme nf 834 anatomia patologica e citologia valor 2450.00 c,411,servicos prestados
prestacao servicos conforme nf 835 anatomia patologica e citologia valor 450.00 c,411,servicos prestados
prestacao servicos conforme nf 836 php patologia humana diagnostica ltda valor 2066.26 c,411,servicos prestados
prestacao servicos conforme nf 837 cpm laboratorio patocito caxias ltda valor 380.00 c,411,servicos prestados
prestacao servicos conforme nf 838 cpm laboratorio patocito caxias ltda valor 519.83 c,411,servicos prestados
prestacao servicos conforme nf 839 cpm laboratorio patocito caxias ltda valor 1100.02 c,411,servicos prestados
prestacao servicos conforme nf 840 cpm laboratorio patocito caxias ltda valor 3208.58 c,411,servicos prestados
prestacao servicos conforme nf 841 fundacao abc unidade apoio administrativo valor 1600.00 c,411,servicos prestados
prestacao servicos conforme nf 842 bml patologia eireli valor 2717.07 c,411,servicos prestados
prestacao servicos conforme nf 843 laboratorio patologia dr menezes ltda valor 100.00 c,411,servicos prestados
prestacao servicos conforme nf 844 instituto gastroenterologia uberlandia ltda valor 700.00 c,411,servicos prestados
prestacao servicos conforme nf 846 endovita ltda valor 250.37 c,411,servicos prestados
prestacao servicos conforme nf 847 centro diagnostico anatomia patologica e analises clinicas ltda valor 988.05 c,411,servicos prestados
prestacao servicos conforme nf 848 macro e micro anatomia patologia ss valor 3320.96 c,411,servicos prestados
prestacao servicos conforme nf 849 mikros tj anatomia patologica e citologica valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 850 lgl assessoria medica ltda valor 295.00 c,411,servicos prestados
prestacao servicos conforme nf 851 citopar centro cito patologia parana ltda valor 900.00 c,411,servicos prestados
prestacao servicos conforme nf 852 clientes diversos valor 1962.01 c,411,servicos prestados
prestacao servicos conforme nf 853 apci diagnosticos medicos ss ltda valor 1100.00 c,411,servicos prestados
prestacao servicos conforme nf 854 patho diagnose ctro diagn medico pat ss ltda valor 1393.89 c,411,servicos prestados
prestacao servicos conforme nf 855 citopat laboratorio patologia ltda valor 1297.74 c,411,servicos prestados
prestacao servicos conforme nf 856 cpda centro procedimentos diagnosticos amazonia ltda valor 927.91 c,411,servicos prestados
prestacao servicos conforme nf 857 bml patologia eireli valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 858 diagnosticos falcao ltda valor 900.00 c,411,servicos prestados
prestacao servicos conforme nf 859 citolabor laboratorio clinico ltda valor 380.00 c,411,servicos prestados
prestacao servicos conforme nf 860 citomed diagnosticos ltda valor 582.15 c,411,servicos prestados
prestacao servicos conforme nf 861 gastrocentro umc diagnosticos medicos ltda valor 759.19 c,411,servicos prestados
prestacao servicos conforme nf 862 laps laboratorio anatomo patologico serapiao sc ltda epp valor 739.69 c,411,servicos prestados
prestacao servicos conforme nf 863 centro integrado citologia e colposcopia valor 1003.13 c,411,servicos prestados
prestacao servicos conforme nf 864 instituto presbiteriano mackenzie valor 1320.96 c,411,servicos prestados
prestacao servicos conforme nf 865 bml patologia eireli valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 866 php patologia humana diagnostica ltda valor 190.00 c,411,servicos prestados
prestacao servicos conforme nf 867 anatomia patologica e citologia valor 222.85 c,411,servicos prestados
prestacao servicos conforme nf 868 laboratorio oikawa eireli valor 900.00 c,411,servicos prestados
prestacao servicos conforme nf 869 laboratorio patologia kcm sociedade medica ltda epp valor 1780.00 c,411,servicos prestados
prestacao servicos conforme nf 870 instituto patologia aracatuba ltda valor 3337.83 c,411,servicos prestados
prestacao servicos conforme nf 871 gastroclinica ltda valor 333.11 c,411,servicos prestados
prestacao servicos conforme nf 872 lapac laboratorio anatomia patologica e citopatologia ltda valor 70.00 c,411,servicos prestados
prestacao servicos conforme nf 873 rdb analises clinicas ltda valor 1530.10 c,411,servicos prestados
prestacao servicos conforme nf 874 centro citologico imperatriz ltda valor 600.00 c,411,servicos prestados
prestacao servicos conforme nf 875 liga paranaense combate ao cancer valor 1380.00 c,411,servicos prestados
prestacao servicos conforme nf 876 dlc diagnosticos valor 3291.50 c,411,servicos prestados
prestacao servicos conforme nf 877 50236 laboratorio anatomia patologic valor 956.62 c,411,servicos prestados
prestacao servicos conforme nf 878 centro diagnostico patologia ltda valor 1314.10 c,411,servicos prestados
prestacao servicos conforme nf 879 pathology diagnosticos medicina ltda valor 374.00 c,411,servicos prestados
prestacao servicos conforme nf 880 lgl assessoria medica ltda valor 908.69 c,411,servicos prestados
prestacao servicos conforme nf 881 laboratorio patologia dr menezes ltda valor 1302.39 c,411,servicos prestados
prestacao servicos conforme nf 882 citopar centro cito patologia parana ltda valor 3176.32 c,411,servicos prestados
prestacao servicos conforme nf 883 rezende e bringel medicina diagnostica ltda valor 358.73 c,411,servicos prestados
prestacao servicos conforme nf 884 clientes diversos valor 1624.46 c,411,servicos prestados
prestacao servicos conforme nf 885 centro apoio patologia guarapuava valor 1317.53 c,411,servicos prestados
prestacao servicos conforme nf 886 imunocore laboratorio patologia ltda valor 580.00 c,411,servicos prestados
prestacao servicos conforme nf 887 clinica bem estar ltda epp valor 564.06 c,411,servicos prestados
prestacao servicos conforme nf 888 karla patricia casemiro valor 1102.55 c,411,servicos prestados
prestacao servicos conforme nf 889 karla patricia casemiro valor 250.00 c,411,servicos prestados
prestacao servicos conforme nf 890 branne laboratorio patologia ltda valor 1995.61 c,411,servicos prestados
prestacao servicos conforme nf 891 citopar centro cito patologia parana ltda valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 892 gastroclinica ltda valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 893 biopsia laboratorio anatomopatologia e citopatologia ltda valor 100.00 c,411,servicos prestados
prestacao servicos conforme nf 894 biopsia laboratorio anatomopatologia e citopatologia ltda valor 737.04 c,411,servicos prestados
prestacao servicos conforme nf 895 cenpat joao bosco parentes vieira valor 3478.64 c,411,servicos prestados
prestacao servicos conforme nf 896 clientes diversos valor 158.84 c,411,servicos prestados
prestacao servicos conforme nf 897 citopar centro cito patologia parana ltda valor 150.00 c,411,servicos prestados
prestacao servicos conforme nf 898 lgr patologia ltda valor 2645.90 c,411,servicos prestados
prestacao servicos conforme nf 899 laboratorio patologia concordia ltda valor 1010.97 c,411,servicos prestados
prestacao servicos conforme nf 900 nadia aparecida lorencette anatomia patologia ltda valor 1050.57 c,411,servicos prestados
prestacao servicos conforme nf 901 lapac laboratorio anatomia patologica e citopatologia ltda valor 982.09 c,411,servicos prestados
prestacao servicos conforme nf 902 incito instituto citopatologia e anatomia patologica piaui ltda valor 637.53 c,411,servicos prestados
prestacao servicos conforme nf 903 cpda centro procedimentos diagnosticos amazonia ltda valor 250.00 c,411,servicos prestados
prestacao servicos conforme nf 904 diagnosticos falcao ltda valor 350.00 c,411,servicos prestados
prestacao servicos conforme nf 905 centro apoio patologia guarapuava valor 250.00 c,411,servicos prestados
prestacao servicos conforme nf 906 moreira junior valor 300.00 c,411,servicos prestados
prestacao servicos conforme nf 907 laboratorio lapaci ltda valor 714.00 c,411,servicos prestados
prestacao servicos conforme nf 908 icap instituto citologia e anatomia patologica ltda valor 2600.00 c,411,servicos prestados
prestacao servicos conforme nf 910 laco labortorio ltda valor 815.30 c,411,servicos prestados
prestacao servicos conforme nf 911 moreira junior valor 770.06 c,411,servicos prestados
prestacao servicos conforme nf 912 clientes diversos valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 913 bml patologia eireli valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 914 laboratorio patologia vdo s valor 3500.00 c,411,servicos prestados
prestacao servicos conforme nf 915 instituto gastroenterologia uberlandia ltda valor 700.00 c,411,servicos prestados
prestacao servicos conforme nf 916 dlc diagnosticos valor 180.00 c,411,servicos prestados
prestacao servicos conforme nf 917 dlc diagnosticos valor 155.68 c,411,servicos prestados
prestacao servicos conforme nf 918 mikros tj anatomia patologica e citologica valor 1995.61 c,411,servicos prestados
prestacao servicos conforme nf 919 citolabor laboratorio clinico ltda valor 380.00 c,411,servicos prestados
prestacao servicos conforme nf 921 citopar centro cito patologia parana ltda valor 210.00 c,411,servicos prestados
prestacao servicos conforme nf 922 instituto anatomia patologica e citopatologia dkj ltda me valor 891.00 c,411,servicos prestados
prestacao servicos conforme nf 923 citopar centro cito patologia parana ltda valor 400.00 c,411,servicos prestados
prestacao servicos conforme nf 924 gastroclinica ltda valor 500.00 c,411,servicos prestados
prestacao servicos conforme nf 925 mikros tj anatomia patologica e citologica valor 189.28 c,411,servicos prestados
prestacao servicos conforme nf 926 lapac laboratorio anatomia patologica e citopatologia ltda valor 155.99 c,411,servicos prestados
prestacao servicos conforme nf 927 lgl assessoria medica ltda valor 645.00 c,411,servicos prestados
prestacao servicos conforme nf 928 lgl assessoria medica ltda valor 656.00 c,411,servicos prestados
prestacao servicos conforme nf 929 lgl assessoria medica ltda valor 3400.00 c,411,servicos prestados
prestacao servicos conforme nf 930 anatomia patologica e citologia valor 2450.00 c,411,servicos prestados
prestacao servicos conforme nf 931 citodiagnostico ss ltda valor 703.12 c,411,servicos prestados
prestacao servicos conforme nf 932 macro e micro anatomia patologia ss valor 550.00 c,411,servicos prestados
prestacao servicos conforme nf 934 fundacao abc unidade apoio administrativo valor 1600.00 c,411,servicos prestados
prestacao servicos conforme nf 935 endovita ltda valor 250.37 c,411,servicos prestados
prestacao servicos conforme nf 937 anatomia patologica e citologia valor 450.00 c,411,servicos prestados
prestacao servicos conforme nf 938 cpm laboratorio patocito caxias ltda valor 380.00 c,411,servicos prestados
prestacao servicos conforme nf 939 cpm laboratorio patocito caxias ltda valor 519.83 c,411,servicos prestados
prestacao servicos conforme nf 940 cpm laboratorio patocito caxias ltda valor 1100.02 c,411,servicos prestados
prestacao servicos conforme nf 941 cpm laboratorio patocito caxias ltda valor 3208.58 c,411,servicos prestados
prestacao servicos conforme nf 942 php patologia humana diagnostica ltda valor 2066.26 c,411,servicos prestados
prestacao servicos conforme nf 943 php patologia humana diagnostica ltda valor 190.00 c,411,servicos prestados
prestacao servicos conforme nf 944 citopat laboratorio patologia ltda valor 1297.74 c,411,servicos prestados
prestacao servicos conforme nf 945 centro diagnostico anatomia patologica e analises clinicas ltda valor 988.05 c,411,servicos prestados
prestacao servicos conforme nf 946 gastroclinica ltda valor 333.11 c,411,servicos prestados
prestacao servicos conforme nf 947 clientes diversos valor 1962.01 c,411,servicos prestados
prestacao servicos conforme nf 948 laboratorio patologia concordia ltda valor 250.00 c,411,servicos prestados
prestacao servicos conforme nf 949 diagnosticos falcao ltda valor 900.00 c,411,servicos prestados
prestacao servicos conforme nf 950 bml patologia eireli valor 2717.07 c,411,servicos prestados
prestacao servicos conforme nf 951 macro e micro anatomia patologia ss valor 3320.96 c,411,servicos prestados
prestacao servicos conforme nf 953 cpda centro procedimentos diagnosticos amazonia ltda valor 250.00 c,411,servicos prestados
prestacao servicos conforme nf 954 cpda centro procedimentos diagnosticos amazonia ltda valor 927.91 c,411,servicos prestados
prestacao servicos conforme nf 955 lgl assessoria medica ltda valor 295.00 c,411,servicos prestados
prestacao servicos conforme nf 956 mikros tj anatomia patologica e citologica valor 200.00 c,411,servicos prestados
prestacao servicos conforme nf 957 patho diagnose ctro diagn medico pat ss ltda valor 1393.89 c,411,servicos prestados
prestacao servicos conforme nf 958 citomed diagnosticos ltda valor 582.15 c,411,servicos prestados
prestacao servicos conforme nf 959 instituto presbiteriano mackenzie valor 1320.96 c,411,servicos prestados
prestacao servicos conforme nf 960 apci diagnosticos medicos ss ltda valor 1100.00 c,411,servicos prestados
prestacao servicos conforme nf 961 laboratorio patologia dr menezes ltda valor 100.00 c,411,servicos prestados
prestacao servicos conforme nf 962 branne laboratorio patologia ltda valor 6000.00 c,411,servicos prestados
