21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 882 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,"3,176.32",,"60,412.19c",,,,,,"248,522.86c",,
21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 883 - REZENDE E BRINGEL MEDICINA DIAGNOSTICA LTDA ,,,,,,,,,,504,,,,358.73,,"60,770.92c",,,,,,"248,881.59c",,
21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 884 - CLIENTES DIVERSOS ,,,,,,,,,,504,,,,"1,624.46",,"62,395.38c",,,,,,"250,506.05c",,
21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 885 - CENTRO DE APOIO EM PATOLOGIA DE GUARAPUAVA ,,,,,,,,,,504,,,,"1,317.53",,"63,712.91c",,,,,,"251,823.58c",,
21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 886 - IMUNOCORE LABORATORIO DE PATOLOGIA LTDA ,,,,,,,,,,504,,,,580.00,,"64,292.91c",,,,,,"252,403.58c",,
21/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 887 - CLINICA DE BEM ESTAR LTDA - EPP ,,,,,,,,,,504,,,,564.06,,"64,856.97c",,,,,,"252,967.64c",,
24/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 888 - KARLA PATRICIA CASEMIRO ,,,,,,,,,,504,,,,"1,102.55",,"65,959.52c",,,,,,"254,070.19c",,
24/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 889 - KARLA PATRICIA CASEMIRO ,,,,,,,,,,504,,,,250.00,,"66,209.52c",,,,,,"254,320.19c",,
24/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 890 - BRANNE LABORATORIO DE PATOLOGIA LTDA ,,,,,,,,,,504,,,,"1,995.61",,"68,205.13c",,,,,,"256,315.80c",,
24/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 891 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,200.00,,"68,405.13c",,,,,,"256,515.80c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 892 - GASTRO-CLINICA LTDA ,,,,,,,,,,504,,,,200.00,,"68,605.13c",,,,,,"256,715.80c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 893 - BIÓPSIA - LABORATÓRIO DE ANATOMOPATOLOGIA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,100.00,,"68,705.13c",,,,,,"256,815.80c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 894 - BIÓPSIA - LABORATÓRIO DE ANATOMOPATOLOGIA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,737.04,,"69,442.17c",,,,,,"257,552.84c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 895 - CENPAT - JOAO BOSCO PARENTES VIEIRA ,,,,,,,,,,504,,,,"3,478.64",,"72,920.81c",,,,,,"261,031.48c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 896 - CLIENTES DIVERSOS ,,,,,,,,,,504,,,,158.84,,"73,079.65c",,,,,,"261,190.32c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 897 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,150.00,,"73,229.65c",,,,,,"261,340.32c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 898 - LGR PATOLOGIA LTDA ,,,,,,,,,,504,,,,"2,645.90",,"75,875.55c",,,,,,"263,986.22c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 899 - LABORATÓRIO DE PATOLOGIA CONCÓRDIA LTDA ,,,,,,,,,,504,,,,"1,010.97",,"76,886.52c",,,,,,"264,997.19c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 900 - NADIA APARECIDA LORENCETTE ANATOMIA PATOLOGIA LTDA ,,,,,,,,,,504,,,,"1,050.57",,"77,937.09c",,,,,,"266,047.76c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 901 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,982.09,,"78,919.18c",,,,,,"267,029.85c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 902 - INCITO - INSTITUTO DE CITOPATOLOGIA E ANATOMIA PATOLOGICA DO PIAUI LTDA ,,,,,,,,,,504,,,,637.53,,"79,556.71c",,,,,,"267,667.38c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 903 - CPDA CENTRO DE PROCEDIMENTOS DIAGNÓSTICOS DA AMAZONIA LTDA ,,,,,,,,,,504,,,,250.00,,"79,806.71c",,,,,,"267,917.38c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 904 - DIAGNOSTICOS FALCAO LTDA ,,,,,,,,,,504,,,,350.00,,"80,156.71c",,,,,,"268,267.38c",,
26/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 905 - CENTRO DE APOIO EM PATOLOGIA DE GUARAPUAVA ,,,,,,,,,,504,,,,250.00,,"80,406.71c",,,,,,"268,517.38c",,
27/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 906 - MOREIRA JUNIOR ,,,,,,,,,,504,,,,300.00,,"80,706.71c",,,,,,"268,817.38c",,
27/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 907 - LABORATORIO LAPACI LTDA ,,,,,,,,,,504,,,,714.00,,"81,420.71c",,,,,,"269,531.38c",,
27/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 908 - ICAP - INSTITUTO DE CITOLOGIA E ANATOMIA PATOLOGICA LTDA ,,,,,,,,,,504,,,,"2,600.00",,"84,020.71c",,,,,,"272,131.38c",,
28/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 910 - LACO LABORTÓRIO LTDA ,,,,,,,,,,504,,,,815.30,,"84,836.01c",,,,,,"272,946.68c",,
28/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 911 - MOREIRA JUNIOR ,,,,,,,,,,504,,,,770.06,,"85,606.07c",,,,,,"273,716.74c",,
28/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 912 - CLIENTES DIVERSOS ,,,,,,,,,,504,,,,200.00,,"85,806.07c",,,,,,"273,916.74c",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 913 - BML PATOLOGIA EIRELI ,,,,,,,,,,504,,,,500.00,,"86,306.07c",,,,,,"274,416.74c",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 914 - LABORATORIO DE PATOLOGIA V.DO S ,,,,,,,,,,504,,,,"3,500.00",,"89,806.07c",,,,,,"277,916.74c",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 915 - INSTITUTO DE GASTROENTEROLOGIA DE UBERLANDIA LTDA ,,,,,,,,,,504,,,,700.00,,"90,506.07c",,,,,,"278,616.74c",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 916 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,180.00,,"90,686.07c",,,,,,"278,796.74c",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 917 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,155.68,,"90,841.75c",,,,,,"278,952.42c",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 918 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,504,,,,"1,995.61",,"92,837.36c",,,,,,"280,948.03c",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 919 - CITOLABOR LABORATORIO CLINICO LTDA. ,,,,,,,,,,504,,,,380.00,,"93,217.36c",,,,,,"281,328.03c",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 921 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,210.00,,"93,427.36c",,,,,,"281,538.03c",,
31/03/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 922 - INSTITUTO DE ANATOMIA PATOLOGICA E CITOPATOLOGIA DKJ LTDA - ME ,,,,,,,,,,504,,,,891.00,,"94,318.36c",,,,,,"282,429.03c",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 923 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,400.00,,400.00c,,,,,,"282,829.03c",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 924 - GASTRO-CLINICA LTDA ,,,,,,,,,,504,,,,500.00,,900.00c,,,,,,"283,329.03c",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 925 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,504,,,,189.28,,"1,089.28c",,,,,,"283,518.31c",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 926 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,155.99,,"1,245.27c",,,,,,"283,674.30c",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 927 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,645.00,,"1,890.27c",,,,,,"284,319.30c",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 928 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,656.00,,"2,546.27c",,,,,,"284,975.30c",,
01/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 929 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,"3,400.00",,"5,946.27c",,,,,,"288,375.30c",,
02/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 930 - ANATOMIA PATOLÓGICA E CITOLOGIA ,,,,,,,,,,504,,,,"2,450.00",,"8,396.27c",,,,,,"290,825.30c",,
02/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 931 - CITODIAGNOSTICO S/S LTDA. ,,,,,,,,,,504,,,,703.12,,"9,099.39c",,,,,,"291,528.42c",,
02/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 932 - MACRO E MICRO - ANATOMIA PATOLOGIA S/S ,,,,,,,,,,504,,,,550.00,,"9,649.39c",,,,,,"292,078.42c",,
03/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 934 - FUNDACAO DO ABC – UNIDADE DE APOIO ADMINISTRATIVO ,,,,,,,,,,504,,,,"1,600.00",,"11,249.39c",,,,,,"293,678.42c",,
04/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 935 - ENDOVITA LTDA ,,,,,,,,,,504,,,,250.37,,"11,499.76c",,,,,,"293,928.79c",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 937 - ANATOMIA PATOLÓGICA E CITOLOGIA ,,,,,,,,,,504,,,,450.00,,"11,949.76c",,,,,,"294,378.79c",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 938 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,504,,,,380.00,,"12,329.76c",,,,,,"294,758.79c",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 939 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,504,,,,519.83,,"12,849.59c",,,,,,"295,278.62c",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 940 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,504,,,,"1,100.02",,"13,949.61c",,,,,,"296,378.64c",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 941 - CPM LABORATORIO PATOCITO CAXIAS LTDA ,,,,,,,,,,504,,,,"3,208.58",,"17,158.19c",,,,,,"299,587.22c",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 942 - PHP PATOLOGIA HUMANA DIAGNOSTICA LTDA ,,,,,,,,,,504,,,,"2,066.26",,"19,224.45c",,,,,,"301,653.48c",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 943 - PHP PATOLOGIA HUMANA DIAGNOSTICA LTDA ,,,,,,,,,,504,,,,190.00,,"19,414.45c",,,,,,"301,843.48c",,
07/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 944 - CITOPAT LABORATÓRIO DE PATOLOGIA LTDA ,,,,,,,,,,504,,,,"1,297.74",,"20,712.19c",,,,,,"303,141.22c",,
08/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 945 - CENTRO DE DIAGNOSTICO EM ANATOMIA PATOLOGICA E ANALISES CLINICAS LTDA ,,,,,,,,,,504,,,,988.05,,"21,700.24c",,,,,,"304,129.27c",,
08/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 946 - GASTRO-CLINICA LTDA ,,,,,,,,,,504,,,,333.11,,"22,033.35c",,,,,,"304,462.38c",,
08/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 947 - CLIENTES DIVERSOS ,,,,,,,,,,504,,,,"1,962.01",,"23,995.36c",,,,,,"306,424.39c",,
08/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 948 - LABORATÓRIO DE PATOLOGIA CONCÓRDIA LTDA ,,,,,,,,,,504,,,,250.00,,"24,245.36c",,,,,,"306,674.39c",,
08/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 949 - DIAGNOSTICOS FALCAO LTDA ,,,,,,,,,,504,,,,900.00,,"25,145.36c",,,,,,"307,574.39c",,
09/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 950 - BML PATOLOGIA EIRELI ,,,,,,,,,,504,,,,"2,717.07",,"27,862.43c",,,,,,"310,291.46c",,
09/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 951 - MACRO E MICRO - ANATOMIA PATOLOGIA S/S ,,,,,,,,,,504,,,,"3,320.96",,"31,183.39c",,,,,,"313,612.42c",,
09/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 953 - CPDA CENTRO DE PROCEDIMENTOS DIAGNÓSTICOS DA AMAZONIA LTDA ,,,,,,,,,,504,,,,250.00,,"31,433.39c",,,,,,"313,862.42c",,
09/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 954 - CPDA CENTRO DE PROCEDIMENTOS DIAGNÓSTICOS DA AMAZONIA LTDA ,,,,,,,,,,504,,,,927.91,,"32,361.30c",,,,,,"314,790.33c",,
10/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 955 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,295.00,,"32,656.30c",,,,,,"315,085.33c",,
10/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 956 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,504,,,,200.00,,"32,856.30c",,,,,,"315,285.33c",,
11/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 957 - PATHO DIAGNOSE CTRO DE DIAGN. MÉDICO PAT. S/S LTDA ,,,,,,,,,,504,,,,"1,393.89",,"34,250.19c",,,,,,"316,679.22c",,
11/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 958 - CITOMED DIAGNOSTICOS LTDA ,,,,,,,,,,504,,,,582.15,,"34,832.34c",,,,,,"317,261.37c",,
11/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 959 - INSTITUTO PRESBITERIANO MACKENZIE ,,,,,,,,,,504,,,,"1,320.96",,"36,153.30c",,,,,,"318,582.33c",,
11/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 960 - APCI DIAGNOSTICOS MÉDICOS S/S LTDA ,,,,,,,,,,504,,,,"1,100.00",,"37,253.30c",,,,,,"319,682.33c",,
11/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 961 - LABORATORIO DE PATOLOGIA DR MENEZES LTDA ,,,,,,,,,,504,,,,100.00,,"37,353.30c",,,,,,"319,782.33c",,
11/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 962 - BRANNE LABORATORIO DE PATOLOGIA LTDA ,,,,,,,,,,504,,,,"6,000.00",,"43,353.30c",,,,,,"325,782.33c",,
14/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 963 - GASTROCENTRO UMC DIAGNÓSTICOS MÉDICOS LTDA ,,,,,,,,,,504,,,,759.19,,"44,112.49c",,,,,,"326,541.52c",,
14/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 964 - PATHOLOGY DIAGNOSTICOS EM MEDICINA LTDA ,,,,,,,,,,504,,,,500.00,,"44,612.49c",,,,,,"327,041.52c",,
15/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 965 - CENTRO INTEGRADO DE CITOLOGIA E COLPOSCOPIA ,,,,,,,,,,504,,,,"1,003.13",,"45,615.62c",,,,,,"328,044.65c",,
15/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 966 - BIÓPSIA - LABORATÓRIO DE ANATOMOPATOLOGIA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,100.00,,"45,715.62c",,,,,,"328,144.65c",,
15/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 967 - BIÓPSIA - LABORATÓRIO DE ANATOMOPATOLOGIA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,737.04,,"46,452.66c",,,,,,"328,881.69c",,
15/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 968 - BRANNE LABORATORIO DE PATOLOGIA LTDA ,,,,,,,,,,504,,,,"1,995.61",,"48,448.27c",,,,,,"330,877.30c",,
15/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 969 - LABORATORIO DE PATOLOGIA KCM SOCIEDADE MEDICA LTDA - EPP ,,,,,,,,,,504,,,,"1,780.00",,"50,228.27c",,,,,,"332,657.30c",,
16/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 970 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,"1,800.00",,"52,028.27c",,,,,,"334,457.30c",,
16/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 971 - LAPAC LABORATÓRIO DE ANATOMIA PATOLÓGICA E CITOPATOLOGIA LTDA ,,,,,,,,,,504,,,,70.00,,"52,098.27c",,,,,,"334,527.30c",,
16/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 972 - LAPS LABORATORIO ANATOMO PATOLOGICO SERAPIAO S/C LTDA EPP ,,,,,,,,,,504,,,,739.69,,"52,837.96c",,,,,,"335,266.99c",,
16/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 973 - CENTRO CITOLOGICO DE IMPERATRIZ LTDA ,,,,,,,,,,504,,,,600.00,,"53,437.96c",,,,,,"335,866.99c",,
22/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 974 - MACRO E MICRO - ANATOMIA PATOLOGIA S/S ,,,,,,,,,,504,,,,"5,900.00",,"59,337.96c",,,,,,"341,766.99c",,
22/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 975 - LABORATORIO OIKAWA EIRELI ,,,,,,,,,,504,,,,900.00,,"60,237.96c",,,,,,"342,666.99c",,
22/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 976 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,"1,000.00",,"61,237.96c",,,,,,"343,666.99c",,
22/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 977 - MACRO E MICRO - ANATOMIA PATOLOGIA S/S ,,,,,,,,,,504,,,,350.00,,"61,587.96c",,,,,,"344,016.99c",,
22/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 978 - LIGA PARANAENSE DE COMBATE AO CANCER ,,,,,,,,,,504,,,,"1,380.00",,"62,967.96c",,,,,,"345,396.99c",,
22/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 979 - PATHOLOGY DIAGNOSTICOS EM MEDICINA LTDA ,,,,,,,,,,504,,,,374.00,,"63,341.96c",,,,,,"345,770.99c",,
22/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 980 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,908.69,,"64,250.65c",,,,,,"346,679.68c",,
22/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 981 - CENTRO DIAGNOSTICO DE PATOLOGIA LTDA ,,,,,,,,,,504,,,,"1,314.10",,"65,564.75c",,,,,,"347,993.78c",,
22/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 982 - 50236: LABORATORIO DE ANATOMIA PATOLOGIC ,,,,,,,,,,504,,,,956.62,,"66,521.37c",,,,,,"348,950.40c",,
23/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 983 - LABORATORIO DE PATOLOGIA DR MENEZES LTDA ,,,,,,,,,,504,,,,"1,302.39",,"67,823.76c",,,,,,"350,252.79c",,
23/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 984 - INSTITUTO DE PATOLOGIA DE ARAÇATUBA LTDA ,,,,,,,,,,504,,,,"3,337.83",,"71,161.59c",,,,,,"353,590.62c",,
23/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 985 - INSTITUTO DE PATOLOGIA DE ARAÇATUBA LTDA ,,,,,,,,,,504,,,,500.00,,"71,661.59c",,,,,,"354,090.62c",,
23/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 986 - REZENDE E BRINGEL MEDICINA DIAGNOSTICA LTDA ,,,,,,,,,,504,,,,358.73,,"72,020.32c",,,,,,"354,449.35c",,
23/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 987 - CITODIAGNOSTICO S/S LTDA. ,,,,,,,,,,504,,,,703.12,,"72,723.44c",,,,,,"355,152.47c",,
23/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 988 - CLIENTES DIVERSOS ,,,,,,,,,,504,,,,158.84,,"72,882.28c",,,,,,"355,311.31c",,
23/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 989 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,520.82,,"73,403.10c",,,,,,"355,832.13c",,
23/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 990 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,"3,176.32",,"76,579.42c",,,,,,"359,008.45c",,
23/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 991 - LGR PATOLOGIA LTDA ,,,,,,,,,,504,,,,"2,615.90",,"79,195.32c",,,,,,"361,624.35c",,
23/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 992 - CENTRO DE APOIO EM PATOLOGIA DE GUARAPUAVA ,,,,,,,,,,504,,,,"1,317.53",,"80,512.85c",,,,,,"362,941.88c",,
24/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 993 - ANATOMIA PATOLÓGICA E CITOLOGIA ,,,,,,,,,,504,,,,222.85,,"80,735.70c",,,,,,"363,164.73c",,
24/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 996 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,"3,291.50",,"84,027.20c",,,,,,"366,456.23c",,
24/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 998 - KARLA PATRICIA CASEMIRO ,,,,,,,,,,504,,,,"1,102.55",,"85,129.75c",,,,,,"367,558.78c",,
24/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 999 - RDB ANALISES CLINICAS LTDA. ,,,,,,,,,,504,,,,"1,530.10",,"86,659.85c",,,,,,"369,088.88c",,
24/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1000 - CLINICA DE BEM ESTAR LTDA - EPP ,,,,,,,,,,504,,,,565.06,,"87,224.91c",,,,,,"369,653.94c",,
24/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1001 - INCITO - INSTITUTO DE CITOPATOLOGIA E ANATOMIA PATOLOGICA DO PIAUI LTDA ,,,,,,,,,,504,,,,637.53,,"87,862.44c",,,,,,"370,291.47c",,
24/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1002 - CLIENTES DIVERSOS ,,,,,,,,,,504,,,,"1,624.46",,"89,486.90c",,,,,,"371,915.93c",,
24/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1003 - INSTITUTO PATOLOGIA DO OESTE ,,,,,,,,,,504,,,,500.00,,"89,986.90c",,,,,,"372,415.93c",,
25/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1004 - IMUNOCORE LABORATORIO DE PATOLOGIA LTDA ,,,,,,,,,,504,,,,580.00,,"90,566.90c",,,,,,"372,995.93c",,
25/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1005 - CITOPAR CENTRO CITO PATOLOGIA PARANÁ LTDA ,,,,,,,,,,504,,,,150.00,,"90,716.90c",,,,,,"373,145.93c",,
28/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1006 - DLC DIAGNOSTICOS ,,,,,,,,,,504,,,,"2,800.00",,"93,516.90c",,,,,,"375,945.93c",,
28/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1007 - 50236: LABORATORIO DE ANATOMIA PATOLOGIC ,,,,,,,,,,504,,,,437.50,,"93,954.40c",,,,,,"376,383.43c",,
28/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1008 - LGL ASSESSORIA MEDICA LTDA ,,,,,,,,,,504,,,,"1,500.00",,"95,454.40c",,,,,,"377,883.43c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1009 - MIKROS - TJ ANATOMIA PATOLÓGICA E CITOLÓGICA ,,,,,,,,,,504,,,,"1,995.61",,"97,450.01c",,,,,,"379,879.04c",,
30/04/2025,,,,,PRESTAÇÃO DE SERVIÇOS CONFORME NF 1010 - NADIA APARECIDA LORENCETTE ANATOMIA PATOLOGIA LTDA ,,,,,,,,,,504,,,,"1,050.57",,"98,500.58c",,,,,,"380,929.61c",,
